id,word,category,sentenceJapanese,sentenceRomaji,sentenceEnglish
sent-1861,写る,Essential Verbs,鏡に映る自分の姿をしっかり確認してみよう.,Kagami ni utsuru jibun no sugata o shikkari kakunin shite miyou.,Let's take a good look at our own image reflected in the mirror.
sent-1862,写る,Essential Verbs,風景が水面に美しく写っている.,Fuukei ga suimen ni utsukushiku utsutte iru.,The scenery is beautifully reflected on the water surface.
sent-1863,写す,Essential Verbs,その写真をプリントアウトできるようにすぐに写します.,Sono shashin o purintoauto dekiru you ni sugu ni utsushimasu.,I will copy the photo right away so that it can be printed out.
sent-1864,写す,Essential Verbs,彼は音楽のレッスンのために楽譜を写していた.,Kare wa ongaku no ressun no tame ni gakufu o utsushite ita.,He was copying sheet music for his music lessons.
sent-1865,写す,Essential Verbs,先生は生徒に漢字をノートに写すよう指示した.,Sensei wa seito ni kanji o nooto ni utsusu you shiji shita.,The teacher instructed the students to copy the kanji into their notebooks.
sent-1866,分かれる（別れる）,Essential Verbs,長年の友人と道が分かれることになった。,Naganen no yuujin to michi ga wakareru koto ni natta,I ended up parting ways with a long-time friend.
sent-1867,分かれる（別れる）,Essential Verbs,この交差点で道が分かれているので、右側の道に進んでください。,"Kono kousaten de michi ga wakarete iru node, migigawa no michi ni susunde kudasai","At this intersection where the road splits, please proceed on the right road."
sent-1868,分かれる（別れる）,Essential Verbs,チームが二つのグループに分かれて活動を始めた。,Chiimu ga futatsu no guruupu ni wakarete katsudou o hajimeta,The team split into two groups and began their activities.
sent-1869,分かれる（別れる）,Essential Verbs,カップルがお互いの夢のために分かれることにした。,Kappuru ga otagai no yume no tame ni wakareru koto ni shita,The couple decided to split up for the sake of each other's dreams.
sent-1870,分かれる（別れる）,Essential Verbs,一つの問題に対して、意見が分かれることがある。,"Hitotsu no mondai ni taishite, iken ga wakareru koto ga aru",There may be divided opinions on a single issue.
sent-1871,分かる,Essential Verbs,この問題が分かるかどうか試してみましょう。,Kono mondai ga wakaru ka dou ka tameshite mimashou,Let's try to see if we can understand this problem.
sent-1872,分かる,Essential Verbs,彼女の気持ちが分かるようになりたい。,Kanojo no kimochi ga wakaru you ni naritai,I want to be able to understand her feelings.
sent-1873,分かる,Essential Verbs,この文書の内容が分かるまで翻訳してください。,Kono bunsho no naiyou ga wakaru made honyaku shite kudasai,Please translate this document until its content is understandable.
sent-1874,分かる,Essential Verbs,彼の言っていることが分かりました。,Kare no itte iru koto ga wakarimashita,I understood what he was saying.
sent-1875,分かる,Essential Verbs,計画がうまく進むかどうかは、これから分かります。,"Keikaku ga umaku susumu ka dou ka wa, korekara wakarimasu",We will find out whether the plan proceeds smoothly or not from now on.
sent-1876,分ける,Essential Verbs,このケーキをみんなに分けてあげたい。,Kono kēki o minna ni wakete agetai,I want to share this cake with everyone.
sent-1877,分ける,Essential Verbs,彼女は資料を分野別に分けて整理した。,Kanojo wa shiryou o bunyabetsu ni wakete seiri shita,She sorted the documents by dividing them into different fields.
sent-1878,分ける,Essential Verbs,仕事とプライベートはっきり分けるべきだ。,Shigoto to puraibeeto wa hakkiri wakeru beki da,Work and private life should be clearly separated.
sent-1879,分ける,Essential Verbs,部屋をスクリーンで仕切って分けた。,Heya o sukurīn de shikitte waketa,We divided the room with a screen.
sent-1880,分ける,Essential Verbs,利益をすべての社員に平等に分けることが公平だ。,Rieki o subete no shain ni byoudou ni wakeru koto ga kouhei da,It is fair to divide the profits equally among all employees.
sent-1881,笑う,Essential Verbs,彼は楽しそうに笑っている。,Kare wa tanoshisou ni waratte iru,He is laughing happily.
sent-1882,笑う,Essential Verbs,彼女のジョークにみんなが大笑いした。,Kanojo no jooku ni minna ga oowarai shita,Everyone laughed loudly at her joke.
sent-1883,笑う,Essential Verbs,笑っている人を見ると、自分も笑いたくなる。,"Waratte iru hito o miru to, jibun mo waraitaku naru","When you see someone laughing, you also want to laugh."
sent-1884,笑う,Essential Verbs,失敗しても、笑って次に進むのが一番だ。,"Shippai shite mo, waratte tsugi ni susumu no ga ichiban da","Even if you fail, it's best to laugh and move on."
sent-1885,笑う,Essential Verbs,笑顔で笑うと、気分が良くなる。,"Egao de warau to, kibun ga yoku naru",Laughing with a smile makes you feel better.
sent-1886,割れる,Essential Verbs,ガラスが割れて、床に散らばっていた。,"Garasu ga warete, yuka ni chirabatte ita.",The glass broke and was scattered on the floor.
sent-1887,割れる,Essential Verbs,地面に落ちた果実が割れていた。,Jimen ni ochita kajitsu ga warete ita.,The fruit that fell on the ground was broken.
sent-1888,割れる,Essential Verbs,地震の影響で、壁にひび割れができた。,"Jishin no eikyou de, kabe ni hibiware ga dekita.","Due to the earthquake, cracks formed in the wall."
sent-1889,割れる,Essential Verbs,冬の朝、湖の氷が割れて、水が流れ出した。,"Fuyu no asa, mizūmi no kōri ga warete, mizu ga nagare dashita.","On a winter morning, the ice on the lake cracked and water began to flow out."
sent-1890,割れる,Essential Verbs,彼のスマートフォンの画面が落下の衝撃で割れてしまった。,Kare no sumaatofon no gamen ga rakka no shougeki de warete shimatta.,His smartphone screen cracked due to the impact of a fall.
sent-1891,敗れる,Essential Verbs,その試合で彼は敵に敗れた。,Sono shiai de kare wa teki ni yabureta.,He lost to his opponent in that match.
sent-1892,敗れる,Essential Verbs,政党は選挙で敗れることが予想された。,Seitou wa senkyo de yabureru koto ga yosou sareta.,It was expected that the political party would lose in the election.
sent-1893,敗れる,Essential Verbs,最後の戦いで彼らは敵に敗れることを恐れていた。,Saigo no tatakai de karera wa teki ni yabureru koto o osorete ita.,They feared losing to their enemies in the last battle.
sent-1894,敗れる,Essential Verbs,チームAはチームBに惜しくも敗れた。,Chīmu A wa chīmu B ni oshikumo yabureta.,Team A narrowly lost to Team B.
sent-1895,敗れる,Essential Verbs,努力にも関わらず、彼女は競争で敗れてしまった。,"Doryoku ni mo kakawarazu, kanojo wa kyousou de yaburete shimatta.","Despite her efforts, she ended up losing in the competition."
sent-1896,破る,Essential Verbs,約束を破ると信用が失われることがある。,Yakusoku o yaburu to shinyou ga ushinawareru koto ga aru.,Breaking a promise can lead to loss of trust.
sent-1897,破る,Essential Verbs,彼は習慣を破ることで新しい状況に適応した。,Kare wa shuukan o yaburu koto de atarashii joukyou ni tekiou shita.,He adapted to the new situation by breaking his habits.
sent-1898,破る,Essential Verbs,記録を破るために、彼は毎日練習に励んでいる。,"Kiroku o yaburu tame ni, kare wa mainichi renshuu ni hageminde iru.",He is working hard every day to break the record.
sent-1899,破る,Essential Verbs,彼女は自分の恐怖を破る決意を固めた。,Kanojo wa jibun no kyoufu o yaburu ketsui o katameta.,She made up her mind to break her fear.
sent-1900,破る,Essential Verbs,この壁を破らなければ、進歩することができない。,"Kono kabe o yaburanakereba, shinpo suru koto ga dekinai.","If we don't break this wall, we cannot make progress."
sent-1901,敗る,Essential Verbs,彼は試合で敗れた。,Kare wa shiai de yabureta,He was defeated in the match.
sent-1902,敗る,Essential Verbs,最後の瞬間に敗れるのはとても悔しい。,Saigo no shunkan ni yabureru no wa totemo kuyashii,It is very frustrating to be defeated at the last moment.
sent-1903,敗る,Essential Verbs,今回の試験で敗れたが、次は絶対に勝つ。,"Konkai no shiken de yabureta ga, tsugi wa zettai ni katsu","I lost in this test, but I will definitely win next time."
sent-1904,敗る,Essential Verbs,彼女は囲碁の試合で私に敗れました。,Kanojo wa igo no shiai de watashi ni yaburemashita,She was defeated by me in the Go match.
sent-1905,敗る,Essential Verbs,努力にもかかわらず、敵に敗れた。,"Doryoku ni mo kakawarazu, teki ni yabureta","Despite my efforts, I was defeated by my opponent."
sent-1906,焼ける,Essential Verbs,太陽が照りつけて、肌が焼ける。,"Taiyou ga teritsukete, hada ga yakeru.",The sun shines and the skin gets burnt.
sent-1907,焼ける,Essential Verbs,パンが焼けすぎて、真っ黒に焼けてしまった。,"Pan ga yakesugite, makkuro ni yakete shimatta.",The bread got overbaked and ended up completely burnt black.
sent-1908,焼ける,Essential Verbs,肉が焼ける音が聞こえてくる。,Niku ga yakeru oto ga kikoete kuru.,I can hear the sound of meat getting cooked.
sent-1909,焼ける,Essential Verbs,無くした指輪が焼け跡で見つかった。,Nakushita yubiwa ga yakeato de mitsukatta.,I found the lost ring in the burnt remains.
sent-1910,焼ける,Essential Verbs,焼けるような夏の暑さに耐えられない。,Yakeru you na natsu no atsusa ni taerarenai.,I can't stand the scorching summer heat.
sent-1911,やける,Essential Verbs,夕食の焼き魚が焼けました。,Yuushoku no yakizakana ga yakemashita.,The grilled fish for dinner is cooked.
sent-1912,やける,Essential Verbs,廃屋を見ると、部屋が全て焼けていました。,"Haioku o miru to, heya ga subete yakete imashita.","When I saw the abandoned house, all the rooms were burned."
sent-1913,やける,Essential Verbs,友達は不注意で、熱いお湯に触れて手が焼けてしまうことがある。,"Tomodachi wa fuchuui de, atsui oyu ni sawatte te ga yakete shimau koto ga aru.","My friend, due to carelessness, sometimes ends up getting his hand burnt by hot water."
sent-1914,やける,Essential Verbs,泥棒は煙に巻かれながら、服が焼けるのを感じて逃げた。,"Dorobou wa kemuri ni makarenagara, fuku ga yakeru no o kanjite nigeta.","The thief escaped while, enveloped in smoke, feeling his clothes getting burnt."
sent-1915,やける,Essential Verbs,日差しでついつい肌が焼けてしまうので、日焼け止めを塗ることが必要です。,"Hizashi de tsuitsui hada ga yakete shimau node, hiyakedome o nuru koto ga hitsuyou desu.","Since I tend to get sunburned easily, it is necessary to apply sunscreen."
sent-1916,焼く,Essential Verbs,魚を焼いて夕食にしよう。,Sakana o yaite yuushoku ni shiyou.,Let's grill the fish for dinner.
sent-1917,焼く,Essential Verbs,焼き立てのパンが美味しい。,Yakitate no pan ga oishii.,Freshly baked bread is delicious.
sent-1918,焼く,Essential Verbs,ピザを焼くのにオーブンを使う。,Piza o yaku no ni oobun o tsukau.,I use an oven to bake a pizza.
sent-1919,焼く,Essential Verbs,彼女は誕生日にケーキを焼いてくれた。,Kanojo wa tanjoubi ni keeki o yaite kureta.,She baked a cake for my birthday.
sent-1920,焼く,Essential Verbs,このステーキはどのくらい焼いた方がいいですか？,Kono suteeki wa dono kurai yaita hou ga ii desu ka?,How much should I cook this steak?
